id,prompt,question_id,question,choices,answer
64,A large giraffe looks at a smaller giraffe looking by a fence.,3,Is the giraffe by a fence?,yes|no,yes
64,A large giraffe looks at a smaller giraffe looking by a fence.,4,Is the giraffe looking at something?,yes|no,yes
65,A group of stuffed animals sitting next to each other in bed.,0,Is there a group of stuffed animals?,yes|no,yes
65,A group of stuffed animals sitting next to each other in bed.,1,Are the stuffed animals sitting?,yes|no,yes
65,A group of stuffed animals sitting next to each other in bed.,2,Are the stuffed animals next to the bed?,yes|no,yes
65,A group of stuffed animals sitting next to each other in bed.,3,Is there a bed?,yes|no,yes
66,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,0,Is there a kitten?,yes|no,yes
66,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,1,Is the kitten caramel-colored?,yes|no,yes
66,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,2,Is the kitten lying?,yes|no,yes
66,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,3,Is there a blanket?,yes|no,yes
66,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,4,Is the blanket small?,yes|no,yes
66,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,5,Is there a bed?,yes|no,yes
66,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,6,Is the bed unmade?,yes|no,yes
66,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,7,Is the kitten on the blanket?,yes|no,yes
66,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,8,Is the blanket on top of the bed?,yes|no,yes
67,A woman eating food outside from a plate on her lap.,0,Is there a woman?,yes|no,yes
67,A woman eating food outside from a plate on her lap.,1,Is there food?,yes|no,yes
67,A woman eating food outside from a plate on her lap.,2,Is there a plate?,yes|no,yes
67,A woman eating food outside from a plate on her lap.,3,Is the woman eating?,yes|no,yes
67,A woman eating food outside from a plate on her lap.,4,Is the plate on the woman's lap?,yes|no,yes
67,A woman eating food outside from a plate on her lap.,5,Is the food on the plate?,yes|no,yes
68,a train on a track near many trees,0,Is there a train?,yes|no,yes
68,a train on a track near many trees,1,Is there a track?,yes|no,yes
68,a train on a track near many trees,2,Are there trees?,yes|no,yes
68,a train on a track near many trees,3,Is the train on the track?,yes|no,yes
68,a train on a track near many trees,4,Is the train near the trees?,yes|no,yes
69,A young woman is playing a video game on a couch.,0,Is there a young woman?,yes|no,yes
69,A young woman is playing a video game on a couch.,1,Is there a video game?,yes|no,yes
69,A young woman is playing a video game on a couch.,2,Is there a couch?,yes|no,yes
69,A young woman is playing a video game on a couch.,3,Is the woman young?,yes|no,yes
69,A young woman is playing a video game on a couch.,4,Is the woman playing a video game?,yes|no,yes
69,A young woman is playing a video game on a couch.,5,Is the woman on the couch?,yes|no,yes
70,Multiple skiers travelling across a vast expanse of snow covered land towards a mountain.,0,Are there skiers?,yes|no,yes
70,Multiple skiers travelling across a vast expanse of snow covered land towards a mountain.,1,Are there multiple skiers?,yes|no,yes
70,Multiple skiers travelling across a vast expanse of snow covered land towards a mountain.,2,Is there land?,yes|no,yes
70,Multiple skiers travelling across a vast expanse of snow covered land towards a mountain.,3,Is the land snow covered?,yes|no,yes
70,Multiple skiers travelling across a vast expanse of snow covered land towards a mountain.,4,Is there a mountain?,yes|no,yes
70,Multiple skiers travelling across a vast expanse of snow covered land towards a mountain.,5,Are the skiers travelling across the land?,yes|no,yes
70,Multiple skiers travelling across a vast expanse of snow covered land towards a mountain.,6,Are the skiers travelling towards the mountain?,yes|no,yes
71,The beach is crowded with red and white beach umbrellas.,0,Is there a beach?,yes|no,yes
71,The beach is crowded with red and white beach umbrellas.,1,Are there beach umbrellas?,yes|no,yes
71,The beach is crowded with red and white beach umbrellas.,2,Are the beach umbrellas red?,yes|no,yes
71,The beach is crowded with red and white beach umbrellas.,3,Are the beach umbrellas white?,yes|no,yes
71,The beach is crowded with red and white beach umbrellas.,4,Is the beach crowded?,yes|no,yes
71,The beach is crowded with red and white beach umbrellas.,5,Are the beach umbrellas on the beach?,yes|no,yes
72,A lady wearing red playing tennis on a green court.,0,Is there a lady?,yes|no,yes
72,A lady wearing red playing tennis on a green court.,1,Is the lady wearing red?,yes|no,yes
72,A lady wearing red playing tennis on a green court.,2,Is the lady playing tennis?,yes|no,yes
72,A lady wearing red playing tennis on a green court.,3,Is there a court?,yes|no,yes
72,A lady wearing red playing tennis on a green court.,4,Is the court green?,yes|no,yes
73,A sign laying on a lush green field near a body of water.,0,Is there a sign?,yes|no,yes
73,A sign laying on a lush green field near a body of water.,1,Is there a field?,yes|no,yes
73,A sign laying on a lush green field near a body of water.,2,Is there a body of water?,yes|no,yes
73,A sign laying on a lush green field near a body of water.,3,Is the field lush and green?,yes|no,yes
73,A sign laying on a lush green field near a body of water.,4,Is the sign on the field?,yes|no,yes
73,A sign laying on a lush green field near a body of water.,5,Is the sign near the body of water?,yes|no,yes
74,A cat on top of a desk on a laptop.,0,Is there a cat?,yes|no,yes
74,A cat on top of a desk on a laptop.,1,Is there a desk?,yes|no,yes
74,A cat on top of a desk on a laptop.,2,Is there a laptop?,yes|no,yes
74,A cat on top of a desk on a laptop.,3,Is the cat on the desk?,yes|no,yes
74,A cat on top of a desk on a laptop.,4,Is the desk on the laptop?,yes|no,yes
75,Some very big furry brown bears in a big grass field.,0,Are there bears?,yes|no,yes
75,Some very big furry brown bears in a big grass field.,1,Are the bears very big?,yes|no,yes
75,Some very big furry brown bears in a big grass field.,2,Are the bears furry?,yes|no,yes
75,Some very big furry brown bears in a big grass field.,3,Are the bears brown?,yes|no,yes
75,Some very big furry brown bears in a big grass field.,4,Is there a grass field?,yes|no,yes
75,Some very big furry brown bears in a big grass field.,5,Is the grass field big?,yes|no,yes
75,Some very big furry brown bears in a big grass field.,6,Are the bears in the grass field?,yes|no,yes
76,A wooden boat on the shore of a beach.,0,Is there a boat?,yes|no,yes
76,A wooden boat on the shore of a beach.,1,Is there a shore?,yes|no,yes
76,A wooden boat on the shore of a beach.,2,Is there a beach?,yes|no,yes
76,A wooden boat on the shore of a beach.,3,Is the boat made of wood?,yes|no,yes
76,A wooden boat on the shore of a beach.,4,Is the boat on the shore?,yes|no,yes
76,A wooden boat on the shore of a beach.,5,Is the shore part of the beach?,yes|no,yes
77,A woman is bent over next to a small refrigerator.,0,Is there a woman?,yes|no,yes
77,A woman is bent over next to a small refrigerator.,1,Is there a refrigerator?,yes|no,yes
77,A woman is bent over next to a small refrigerator.,2,Is the refrigerator small?,yes|no,yes
77,A woman is bent over next to a small refrigerator.,3,Is the woman bending over?,yes|no,yes
77,A woman is bent over next to a small refrigerator.,4,Is the woman next to the refrigerator?,yes|no,yes
78,Woman with blue dress sitting in modern chair next to vase in a room.,0,Is there a woman?,yes|no,yes
78,Woman with blue dress sitting in modern chair next to vase in a room.,1,Is the woman wearing a blue dress?,yes|no,yes
78,Woman with blue dress sitting in modern chair next to vase in a room.,2,Is there a chair?,yes|no,yes
78,Woman with blue dress sitting in modern chair next to vase in a room.,3,Is there a vase?,yes|no,yes
78,Woman with blue dress sitting in modern chair next to vase in a room.,4,Is there a room?,yes|no,yes
78,Woman with blue dress sitting in modern chair next to vase in a room.,5,Is the dress blue?,yes|no,yes
78,Woman with blue dress sitting in modern chair next to vase in a room.,6,Is the chair modern?,yes|no,yes
78,Woman with blue dress sitting in modern chair next to vase in a room.,7,Is the woman sitting in the chair?,yes|no,yes
78,Woman with blue dress sitting in modern chair next to vase in a room.,8,Is the vase next to the chair?,yes|no,yes
78,Woman with blue dress sitting in modern chair next to vase in a room.,9,Is the vase in the room?,yes|no,yes
79,Two people standing next to an elephant along a river.,0,Are there people?,yes|no,yes
79,Two people standing next to an elephant along a river.,1,Are there two people?,yes|no,yes
79,Two people standing next to an elephant along a river.,2,Is there an elephant?,yes|no,yes
79,Two people standing next to an elephant along a river.,3,Is there a river?,yes|no,yes
79,Two people standing next to an elephant along a river.,4,Are the people standing?,yes|no,yes
79,Two people standing next to an elephant along a river.,5,Are the people next to the elephant?,yes|no,yes
79,Two people standing next to an elephant along a river.,6,Are the people next to the river?,yes|no,yes
79,Two people standing next to an elephant along a river.,7,Is the elephant next to the river?,yes|no,yes
80,A group of giraffes are gathered together in their enclosure,0,Are there giraffes?,yes|no,yes
80,A group of giraffes are gathered together in their enclosure,1,Are there multiple giraffes?,yes|no,yes
80,A group of giraffes are gathered together in their enclosure,2,Are the giraffes gathered together?,yes|no,yes
80,A group of giraffes are gathered together in their enclosure,3,Is there an enclosure?,yes|no,yes
81,A house where you can see the bedroom and relaxing room.,0,Is there a house?,yes|no,yes
81,A house where you can see the bedroom and relaxing room.,1,Is there a bedroom?,yes|no,yes
81,A house where you can see the bedroom and relaxing room.,2,Is there a relaxing room?,yes|no,yes
81,A house where you can see the bedroom and relaxing room.,3,Is the bedroom in the house?,yes|no,yes
81,A house where you can see the bedroom and relaxing room.,4,Is the relaxing room in the house?,yes|no,yes
82,A boy wearing a green shirt posing with some fruit.,0,Is there a boy?,yes|no,yes
82,A boy wearing a green shirt posing with some fruit.,1,Is the boy wearing a green shirt?,yes|no,yes
82,A boy wearing a green shirt posing with some fruit.,2,Is the shirt green?,yes|no,yes
82,A boy wearing a green shirt posing with some fruit.,3,Is there fruit?,yes|no,yes
82,A boy wearing a green shirt posing with some fruit.,4,Is the boy posing with the fruit?,yes|no,yes
83,a panda bear with aviator glasses on its head,0,Is there a panda bear?,yes|no,yes
83,a panda bear with aviator glasses on its head,1,Is there glasses?,yes|no,yes
83,a panda bear with aviator glasses on its head,2,Are the glasses aviator glasses?,yes|no,yes
83,a panda bear with aviator glasses on its head,3,Are the glasses on the panda bear's head?,yes|no,yes
84,"A woman dressed in black, smiling with a toothbrush in her hand.",0,Is there a woman?,yes|no,yes
84,"A woman dressed in black, smiling with a toothbrush in her hand.",1,Is the woman dressed in black?,yes|no,yes
84,"A woman dressed in black, smiling with a toothbrush in her hand.",2,Is the woman smiling?,yes|no,yes
84,"A woman dressed in black, smiling with a toothbrush in her hand.",3,Does the woman have a hand?,yes|no,yes
84,"A woman dressed in black, smiling with a toothbrush in her hand.",4,Is there a toothbrush?,yes|no,yes
84,"A woman dressed in black, smiling with a toothbrush in her hand.",5,Is the toothbrush in the woman's hand?,yes|no,yes
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,0,Is there a guy?,yes|no,yes
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,1,Is there a table?,yes|no,yes
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,2,Is there a person?,yes|no,yes
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,3,Is there an umbrella?,yes|no,yes
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,4,Is the guy wearing an umbrella hat?,yes|no,yes
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,5,Is the guy sitting?,yes|no,yes
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,6,Is the person wearing a hat?,yes|no,yes
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,7,Is the umbrella red?,yes|no,yes
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,8,Is the guy sitting at the table?,yes|no,yes
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,9,Is the person under the umbrella?,yes|no,yes
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,0,Are there men?,yes|no,yes
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,1,Are there two men?,yes|no,yes
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,2,Are the men's jackets neon yellow?,yes|no,yes
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,3,Are the men's jackets safety jackets?,yes|no,yes
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,4,Are the men sharing a meal?,yes|no,yes
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,5,Is there a food car?,yes|no,yes
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,6,Is the food car next to the men?,yes|no,yes
87,an aerial photo of a sandy island in the ocean,0,Is this an aerial photo?,yes|no,yes
87,an aerial photo of a sandy island in the ocean,1,Is there an island?,yes|no,yes
87,an aerial photo of a sandy island in the ocean,2,Is there an ocean?,yes|no,yes
87,an aerial photo of a sandy island in the ocean,3,Is the island sandy?,yes|no,yes
87,an aerial photo of a sandy island in the ocean,4,Is the island in the ocean?,yes|no,yes
88,A commercial airplane with propellers flying through the air.,0,Is there a commercial airplane?,yes|no,yes
88,A commercial airplane with propellers flying through the air.,1,Does the airplane have propellers?,yes|no,yes
88,A commercial airplane with propellers flying through the air.,2,Is the airplane flying through the air?,yes|no,yes
89,An elevated subway train in a major city on a sunny day.,0,Is there a subway train?,yes|no,yes
89,An elevated subway train in a major city on a sunny day.,1,Is there a city?,yes|no,yes
89,An elevated subway train in a major city on a sunny day.,2,Is the city a major city?,yes|no,yes
89,An elevated subway train in a major city on a sunny day.,3,Is it a sunny day?,yes|no,yes
89,An elevated subway train in a major city on a sunny day.,4,Is the subway train in the city?,yes|no,yes
89,An elevated subway train in a major city on a sunny day.,5,Is the subway train elevated in the city?,yes|no,yes
90,"A pear, lemon, and a banana in a wooden bowl.",0,Is there a pear?,yes|no,yes
90,"A pear, lemon, and a banana in a wooden bowl.",1,Is there a lemon?,yes|no,yes
90,"A pear, lemon, and a banana in a wooden bowl.",2,Is there a banana?,yes|no,yes
90,"A pear, lemon, and a banana in a wooden bowl.",3,Is there a bowl?,yes|no,yes
90,"A pear, lemon, and a banana in a wooden bowl.",4,Is the bowl made of wood?,yes|no,yes
90,"A pear, lemon, and a banana in a wooden bowl.",5,Is the pear in the bowl?,yes|no,yes
90,"A pear, lemon, and a banana in a wooden bowl.",6,Is the lemon in the bowl?,yes|no,yes
90,"A pear, lemon, and a banana in a wooden bowl.",7,Is the banana in the bowl?,yes|no,yes
91,A chair in the corner on a boat.,0,Is there a chair?,yes|no,yes
91,A chair in the corner on a boat.,1,Is there a corner?,yes|no,yes
91,A chair in the corner on a boat.,2,Is there a boat?,yes|no,yes
91,A chair in the corner on a boat.,3,Is the chair in the corner?,yes|no,yes
91,A chair in the corner on a boat.,4,Is the corner on the boat?,yes|no,yes
92,A man sitting on a motorcycle smoking.,0,Is there a man?,yes|no,yes
92,A man sitting on a motorcycle smoking.,1,Is there a motorcycle?,yes|no,yes
92,A man sitting on a motorcycle smoking.,2,Is the man sitting?,yes|no,yes
92,A man sitting on a motorcycle smoking.,3,Is the man smoking?,yes|no,yes
92,A man sitting on a motorcycle smoking.,4,Is the man on the motorcycle?,yes|no,yes
93,A car and a truck sitting in red light.,0,Is there a car?,yes|no,yes
93,A car and a truck sitting in red light.,1,Is there a truck?,yes|no,yes
93,A car and a truck sitting in red light.,2,Is the car sitting?,yes|no,yes
93,A car and a truck sitting in red light.,3,Is the truck sitting?,yes|no,yes
93,A car and a truck sitting in red light.,4,Is the light red?,yes|no,yes
93,A car and a truck sitting in red light.,5,Is the car in the light?,yes|no,yes
93,A car and a truck sitting in red light.,6,Is the truck in the light?,yes|no,yes
94,A man at a food truck viewing the menu.,0,Is there a man?,yes|no,yes
94,A man at a food truck viewing the menu.,1,Is there a food truck?,yes|no,yes
94,A man at a food truck viewing the menu.,2,Is there a menu?,yes|no,yes
94,A man at a food truck viewing the menu.,3,Is the man viewing something?,yes|no,yes
94,A man at a food truck viewing the menu.,4,Is the man at the food truck?,yes|no,yes
94,A man at a food truck viewing the menu.,5,Is the man viewing the menu?,yes|no,yes
95,A man and a woman posing in front of a motorcycle.,0,Is there a man?,yes|no,yes
95,A man and a woman posing in front of a motorcycle.,1,Is there a woman?,yes|no,yes
95,A man and a woman posing in front of a motorcycle.,2,Is there a motorcycle?,yes|no,yes
95,A man and a woman posing in front of a motorcycle.,3,Is the man in front of the motorcycle?,yes|no,yes
95,A man and a woman posing in front of a motorcycle.,4,Is the woman in front of the motorcycle?,yes|no,yes
95,A man and a woman posing in front of a motorcycle.,5,Is the man posing?,yes|no,yes
95,A man and a woman posing in front of a motorcycle.,6,Is the woman posing?,yes|no,yes
96,A man in a black suit surfing a large wave,0,Is there a man?,yes|no,yes
96,A man in a black suit surfing a large wave,1,Is the man wearing a black suit?,yes|no,yes
96,A man in a black suit surfing a large wave,2,Is the man surfing?,yes|no,yes
96,A man in a black suit surfing a large wave,3,Is there a wave?,yes|no,yes
96,A man in a black suit surfing a large wave,4,Is the wave large?,yes|no,yes
97,A man standing by an oven.,0,Is there a man?,yes|no,yes
97,A man standing by an oven.,1,Is there an oven?,yes|no,yes
97,A man standing by an oven.,2,Is the man standing by the oven?,yes|no,yes
97,A man standing by an oven.,3,Is the man standing?,yes|no,yes
98,"A white slope covers the background, while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.",0,Are there slopes?,yes|no,yes
98,"A white slope covers the background, while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.",1,Are there two slopes?,yes|no,yes
98,"A white slope covers the background, while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.",2,Are there rams?,yes|no,yes
98,"A white slope covers the background, while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.",3,Is there an evergreen?,yes|no,yes
98,"A white slope covers the background, while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.",4,Is one slope white?,yes|no,yes
98,"A white slope covers the background, while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.",5,Is one slope grassy?,yes|no,yes
98,"A white slope covers the background, while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.",6,Is the evergreen measly and underdeveloped?,yes|no,yes
98,"A white slope covers the background, while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.",7,Is the white slope in the background?,yes|no,yes
98,"A white slope covers the background, while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.",8,Is the grassy slope in the foreground?,yes|no,yes
98,"A white slope covers the background, while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.",9,Are the rams on the grassy slope?,yes|no,yes
98,"A white slope covers the background, while the foreground features a grassy slope with several rams grazing and one measly and underdeveloped evergreen in the foreground.",10,Are the rams grazing?,yes|no,yes
99,People are wearing helmets standing next to bikes in the woods.,0,Are there people?,yes|no,yes
99,People are wearing helmets standing next to bikes in the woods.,1,Are there helmets?,yes|no,yes
99,People are wearing helmets standing next to bikes in the woods.,2,Are there bikes?,yes|no,yes
99,People are wearing helmets standing next to bikes in the woods.,3,Are there woods?,yes|no,yes
99,People are wearing helmets standing next to bikes in the woods.,4,Are the people wearing helmets?,yes|no,yes
99,People are wearing helmets standing next to bikes in the woods.,5,Are the helmets next to the people?,yes|no,yes
99,People are wearing helmets standing next to bikes in the woods.,6,Are the bikes next to the people?,yes|no,yes
99,People are wearing helmets standing next to bikes in the woods.,7,Are the bikes in the woods?,yes|no,yes
100,A teddy bear under some furniture that appears to be turned on it's side.,0,Is there a teddy bear?,yes|no,yes
100,A teddy bear under some furniture that appears to be turned on it's side.,1,Is there furniture?,yes|no,yes
100,A teddy bear under some furniture that appears to be turned on it's side.,2,Is the furniture turned on its side?,yes|no,yes
100,A teddy bear under some furniture that appears to be turned on it's side.,3,Is the teddy bear under the furniture?,yes|no,yes
101,two men riding horses through a grassy field,0,Are there men?,yes|no,yes
101,two men riding horses through a grassy field,1,Are there horses?,yes|no,yes
101,two men riding horses through a grassy field,2,Is there a field?,yes|no,yes
101,two men riding horses through a grassy field,3,Are there two men?,yes|no,yes
101,two men riding horses through a grassy field,4,Are there two horses?,yes|no,yes
101,two men riding horses through a grassy field,5,Is the field grassy?,yes|no,yes
101,two men riding horses through a grassy field,6,Are the men riding the horses?,yes|no,yes
101,two men riding horses through a grassy field,7,Are the men riding through the field?,yes|no,yes
101,two men riding horses through a grassy field,8,Are the horses riding through the field?,yes|no,yes
102,a photo of bear and dining table; dining table is below bear,0,Is this a photo?,yes|no,yes
102,a photo of bear and dining table; dining table is below bear,1,Is there a bear?,yes|no,yes
102,a photo of bear and dining table; dining table is below bear,2,Is there a dining table?,yes|no,yes
102,a photo of bear and dining table; dining table is below bear,3,Is the dining table below the bear?,yes|no,yes
103,A young woman with green eyes and green lips.,0,Is there a woman?,yes|no,yes
103,A young woman with green eyes and green lips.,1,Is the woman young?,yes|no,yes
103,A young woman with green eyes and green lips.,2,Are the woman's eyes green?,yes|no,yes
103,A young woman with green eyes and green lips.,3,Are the woman's lips green?,yes|no,yes
104,a cat jumping in the air to get onto a table,0,Is there a cat?,yes|no,yes
104,a cat jumping in the air to get onto a table,1,Is there air?,yes|no,yes
104,a cat jumping in the air to get onto a table,2,Is there a table?,yes|no,yes
104,a cat jumping in the air to get onto a table,3,Is the cat jumping in the air?,yes|no,yes
104,a cat jumping in the air to get onto a table,4,Is the cat trying to get onto the table?,yes|no,yes
105,a wood treehouse in an oak tree,0,Is there a treehouse?,yes|no,yes
105,a wood treehouse in an oak tree,1,Is the treehouse made of wood?,yes|no,yes
105,a wood treehouse in an oak tree,2,Is there an oak tree?,yes|no,yes
105,a wood treehouse in an oak tree,3,Is the treehouse in the oak tree?,yes|no,yes
106,a photo of blue fire hydrant,0,Is this a photo?,yes|no,yes
106,a photo of blue fire hydrant,1,Is there a fire hydrant?,yes|no,yes
106,a photo of blue fire hydrant,2,Is the fire hydrant blue?,yes|no,yes
107,a photo of chair and dining table; dining table is left to chair,0,Is this a photo?,yes|no,yes
107,a photo of chair and dining table; dining table is left to chair,1,Is there a chair?,yes|no,yes
107,a photo of chair and dining table; dining table is left to chair,2,Is there a dining table?,yes|no,yes
107,a photo of chair and dining table; dining table is left to chair,3,Is the dining table left to the chair?,yes|no,yes
108,"a photo of bed, chair, lamp, light, and stop sign; stop sign is above bed",0,Is this a photo?,yes|no,yes
108,"a photo of bed, chair, lamp, light, and stop sign; stop sign is above bed",1,Is there a bed?,yes|no,yes
108,"a photo of bed, chair, lamp, light, and stop sign; stop sign is above bed",2,Is there a chair?,yes|no,yes
108,"a photo of bed, chair, lamp, light, and stop sign; stop sign is above bed",3,Is there a lamp?,yes|no,yes
108,"a photo of bed, chair, lamp, light, and stop sign; stop sign is above bed",4,Is there a light?,yes|no,yes
108,"a photo of bed, chair, lamp, light, and stop sign; stop sign is above bed",5,Is there a stop sign?,yes|no,yes
108,"a photo of bed, chair, lamp, light, and stop sign; stop sign is above bed",6,Is the stop sign above the bed?,yes|no,yes
108,"a photo of bed, chair, lamp, light, and stop sign; stop sign is above bed",7,Is the lamp near the bed?,yes|no,yes
108,"a photo of bed, chair, lamp, light, and stop sign; stop sign is above bed",8,Is the light near the bed?,yes|no,yes
108,"a photo of bed, chair, lamp, light, and stop sign; stop sign is above bed",9,Is the stop sign near the chair?,yes|no,yes
108,"a photo of bed, chair, lamp, light, and stop sign; stop sign is above bed",10,Is the lamp near the chair?,yes|no,yes
108,"a photo of bed, chair, lamp, light, and stop sign; stop sign is above bed",11,Is the light near the chair?,yes|no,yes
109,A Mesoamerican pyramid surrounded by jungle. detailed charcoal sketch.,0,Is there a pyramid?,yes|no,yes
109,A Mesoamerican pyramid surrounded by jungle. detailed charcoal sketch.,1,Is there a jungle?,yes|no,yes
109,A Mesoamerican pyramid surrounded by jungle. detailed charcoal sketch.,2,Is this a detailed charcoal sketch?,yes|no,yes
109,A Mesoamerican pyramid surrounded by jungle. detailed charcoal sketch.,3,Is the pyramid a Mesoamerican pyramid?,yes|no,yes
109,A Mesoamerican pyramid surrounded by jungle. detailed charcoal sketch.,4,Is the pyramid surrounded by the jungle?,yes|no,yes
110,A punk rock squirrel with a microphone while standing on a lily pad,0,Is there a squirrel?,yes|no,yes
110,A punk rock squirrel with a microphone while standing on a lily pad,1,Does the squirrel have a microphone?,yes|no,yes
110,A punk rock squirrel with a microphone while standing on a lily pad,2,Is there a lily pad?,yes|no,yes
110,A punk rock squirrel with a microphone while standing on a lily pad,3,Is the squirrel a punk rock squirrel?,yes|no,yes
110,A punk rock squirrel with a microphone while standing on a lily pad,4,Is the squirrel standing on the lily pad?,yes|no,yes
111,A tree crashed into a red car on the side of a street.,0,Is there a tree?,yes|no,yes
111,A tree crashed into a red car on the side of a street.,1,Is there a car?,yes|no,yes
111,A tree crashed into a red car on the side of a street.,2,Is the car red?,yes|no,yes
111,A tree crashed into a red car on the side of a street.,3,Did the tree crash into the car?,yes|no,yes
111,A tree crashed into a red car on the side of a street.,4,Is the car on the side of the street?,yes|no,yes
112,A gray cat sleeping on a cozy white bed.,0,Is there a cat?,yes|no,yes
112,A gray cat sleeping on a cozy white bed.,1,Is there a bed?,yes|no,yes
112,A gray cat sleeping on a cozy white bed.,2,Is the cat gray?,yes|no,yes
112,A gray cat sleeping on a cozy white bed.,3,Is the bed white?,yes|no,yes
112,A gray cat sleeping on a cozy white bed.,4,Is the cat sleeping?,yes|no,yes
112,A gray cat sleeping on a cozy white bed.,5,Is the bed cozy?,yes|no,yes
112,A gray cat sleeping on a cozy white bed.,6,Is the cat on the bed?,yes|no,yes
113,"A cute little girl, sitting in a red chair by the Christmas tree, with a wrapped",0,Is there a girl?,yes|no,yes
113,"A cute little girl, sitting in a red chair by the Christmas tree, with a wrapped",1,Is there a chair?,yes|no,yes
113,"A cute little girl, sitting in a red chair by the Christmas tree, with a wrapped",2,Is there a Christmas tree?,yes|no,yes
113,"A cute little girl, sitting in a red chair by the Christmas tree, with a wrapped",3,Is the girl cute?,yes|no,yes
113,"A cute little girl, sitting in a red chair by the Christmas tree, with a wrapped",4,Is the chair red?,yes|no,yes
113,"A cute little girl, sitting in a red chair by the Christmas tree, with a wrapped",5,Is the girl sitting in the chair?,yes|no,yes
113,"A cute little girl, sitting in a red chair by the Christmas tree, with a wrapped",6,Is the girl by the Christmas tree?,yes|no,yes
113,"A cute little girl, sitting in a red chair by the Christmas tree, with a wrapped",7,Is there a wrapped gift?,yes|no,yes
114,A happy young woman eating a tasty orange donut.,0,Is there a woman?,yes|no,yes
114,A happy young woman eating a tasty orange donut.,1,Is the woman young?,yes|no,yes
114,A happy young woman eating a tasty orange donut.,2,Is the woman happy?,yes|no,yes
114,A happy young woman eating a tasty orange donut.,3,Is the woman eating?,yes|no,yes
114,A happy young woman eating a tasty orange donut.,4,Is there a donut?,yes|no,yes
114,A happy young woman eating a tasty orange donut.,5,Is the donut tasty?,yes|no,yes
114,A happy young woman eating a tasty orange donut.,6,Is the donut orange in color?,yes|no,yes
115,A birthday dog with a red party hat in front of three colored balloons.,0,Is there a dog?,yes|no,yes
115,A birthday dog with a red party hat in front of three colored balloons.,1,Is there a party hat?,yes|no,yes
115,A birthday dog with a red party hat in front of three colored balloons.,2,Are there balloons?,yes|no,yes
115,A birthday dog with a red party hat in front of three colored balloons.,3,Is the party hat red?,yes|no,yes
115,A birthday dog with a red party hat in front of three colored balloons.,4,Are there three balloons?,yes|no,yes
115,A birthday dog with a red party hat in front of three colored balloons.,5,Is the dog in front of the party hat?,yes|no,yes
115,A birthday dog with a red party hat in front of three colored balloons.,6,Is the dog in front of the balloons?,yes|no,yes
