id,prompt,question_id,question,choices,answer
48,a woman in a black jacket and two pizzas,1,who is in the picture?,woman|man|boy|girl,woman
48,a woman in a black jacket and two pizzas,2,is the woman wearing a black jacket?,yes|no,yes
48,a woman in a black jacket and two pizzas,3,what is the woman wearing?,jacket|t-shirt|sweater|dress,jacket
48,a woman in a black jacket and two pizzas,4,are there pizzas?,yes|no,yes
48,a woman in a black jacket and two pizzas,5,what food is in the picture?,pizzas|burgers|sandwiches|salads,pizzas
48,a woman in a black jacket and two pizzas,6,are there two pizzas?,yes|no,yes
48,a woman in a black jacket and two pizzas,7,how many pizzas are there?,1|2|3|4,2
49,a dog is laying with a remote controller,0,is there a dog?,yes|no,yes
49,a dog is laying with a remote controller,1,what animal is in the picture?,dog|cat|bird|fish,dog
49,a dog is laying with a remote controller,2,is there a remote controller?,yes|no,yes
49,a dog is laying with a remote controller,3,what object is the dog laying with?,remote controller|ball|bone|toy,remote controller
49,a dog is laying with a remote controller,4,is the dog laying?,yes|no,yes
50,A red plate topped with broccoli meat and veggies.,0,is there a plate?,yes|no,yes
50,A red plate topped with broccoli meat and veggies.,1,is there broccoli?,yes|no,yes
50,A red plate topped with broccoli meat and veggies.,2,what vegetable is on the plate?,broccoli|spinach|carrots|peas,broccoli
50,A red plate topped with broccoli meat and veggies.,3,is there meat?,yes|no,yes
50,A red plate topped with broccoli meat and veggies.,4,what type of protein is on the plate?,meat|chicken|fish|tofu,meat
50,A red plate topped with broccoli meat and veggies.,5,are there veggies?,yes|no,yes
50,A red plate topped with broccoli meat and veggies.,6,what type of vegetables are on the plate?,veggies|potatoes|corn|beans,veggies
50,A red plate topped with broccoli meat and veggies.,7,is the plate red?,yes|no,yes
50,A red plate topped with broccoli meat and veggies.,8,what color is the plate?,red|blue|green|yellow,red
50,A red plate topped with broccoli meat and veggies.,9,"is the plate topped with broccoli, meat, and veggies?",yes|no,yes
51,The woman is on the court playing a game of tennis.,0,is there a woman?,yes|no,yes
51,The woman is on the court playing a game of tennis.,1,who is on the court?,woman|man|boy|girl,woman
51,The woman is on the court playing a game of tennis.,2,is this a court?,yes|no,yes
51,The woman is on the court playing a game of tennis.,3,what type of place is this?,court|field|gym|pool,court
51,The woman is on the court playing a game of tennis.,4,is the woman playing a game of tennis?,yes|no,yes
51,The woman is on the court playing a game of tennis.,5,what game is the woman playing?,tennis|basketball|soccer|volleyball,tennis
52,A row of motorcycles parked on the side of a road.,0,are there motorcycles?,yes|no,yes
52,A row of motorcycles parked on the side of a road.,1,is this a road?,yes|no,yes
52,A row of motorcycles parked on the side of a road.,2,what type of place is this?,road|sidewalk|parking lot|highway,road
52,A row of motorcycles parked on the side of a road.,3,are the motorcycles in a row?,yes|no,yes
52,A row of motorcycles parked on the side of a road.,4,how are the motorcycles arranged?,in a row|in a circle|in a line|scattered,in a row
52,A row of motorcycles parked on the side of a road.,5,are the motorcycles parked?,yes|no,yes
52,A row of motorcycles parked on the side of a road.,6,are the motorcycles parked on the side of the road?,yes|no,yes
52,A row of motorcycles parked on the side of a road.,7,are the motorcycles parked on the side of the road or in the middle of the road?,on the side of|in the middle of|on the sidewalk|on the grass,on the side of
53,Young kitten along windowpane watching the rain tap on the glass.,0,is there a kitten?,yes|no,yes
53,Young kitten along windowpane watching the rain tap on the glass.,1,what animal is in the picture?,kitten|puppy|bunny|bird,kitten
53,Young kitten along windowpane watching the rain tap on the glass.,2,is there a windowpane?,yes|no,yes
53,Young kitten along windowpane watching the rain tap on the glass.,3,what is the kitten along?,windowpane|door|wall|floor,windowpane
53,Young kitten along windowpane watching the rain tap on the glass.,4,is there glass?,yes|no,yes
53,Young kitten along windowpane watching the rain tap on the glass.,5,what material is the windowpane made of?,glass|plastic|wood|metal,glass
53,Young kitten along windowpane watching the rain tap on the glass.,6,is the kitten watching the rain?,yes|no,yes
53,Young kitten along windowpane watching the rain tap on the glass.,7,is the rain tapping on the glass?,yes|no,yes
53,Young kitten along windowpane watching the rain tap on the glass.,8,is the kitten young?,yes|no,yes
54,A woman sitting on a couch in front of a laptop.,0,is there a woman?,yes|no,yes
54,A woman sitting on a couch in front of a laptop.,1,is there a couch?,yes|no,yes
54,A woman sitting on a couch in front of a laptop.,2,is there a laptop?,yes|no,yes
54,A woman sitting on a couch in front of a laptop.,3,is the woman sitting?,yes|no,yes
54,A woman sitting on a couch in front of a laptop.,4,is the woman in front of the laptop?,yes|no,yes
55,Small white toilet with a seashell on the wall,0,is this a toilet?,yes|no,yes
55,Small white toilet with a seashell on the wall,1,is there a seashell on the wall?,yes|no,yes
55,Small white toilet with a seashell on the wall,2,what is on the wall?,seashell|painting|clock|mirror,seashell
55,Small white toilet with a seashell on the wall,3,is the toilet white?,yes|no,yes
55,Small white toilet with a seashell on the wall,4,what color is the toilet?,white|black|blue|green,white
55,Small white toilet with a seashell on the wall,5,is the toilet small?,yes|no,yes
56,A teddy bear store is decorated with signs and teddy bears.,0,is this a teddy bear store?,yes|no,yes
56,A teddy bear store is decorated with signs and teddy bears.,1,are there signs?,yes|no,yes
56,A teddy bear store is decorated with signs and teddy bears.,2,what is decorating the store?,signs|balloons|ribbons|flowers,signs
56,A teddy bear store is decorated with signs and teddy bears.,3,are there teddy bears?,yes|no,yes
56,A teddy bear store is decorated with signs and teddy bears.,4,what is in the store?,teddy bears|dolls|action figures|board games,teddy bears
56,A teddy bear store is decorated with signs and teddy bears.,5,is the store decorated?,yes|no,yes
56,A teddy bear store is decorated with signs and teddy bears.,6,is the store decorated or plain?,decorated|plain|messy|empty,decorated
57,A guy sitting down and a hand with a cell phone in it.,0,is there a guy sitting down?,yes|no,yes
57,A guy sitting down and a hand with a cell phone in it.,1,is there a hand?,yes|no,yes
57,A guy sitting down and a hand with a cell phone in it.,2,is there a cell phone?,yes|no,yes
57,A guy sitting down and a hand with a cell phone in it.,3,is the guy sitting down?,yes|no,yes
57,A guy sitting down and a hand with a cell phone in it.,4,is the hand holding a cell phone?,yes|no,yes
58,a skateboarder in a blue jacket is doing a trick,0,is there a skateboarder?,yes|no,yes
58,a skateboarder in a blue jacket is doing a trick,1,who is doing a trick?,skateboarder|cyclist|rollerblader|surfer,skateboarder
58,a skateboarder in a blue jacket is doing a trick,2,is the skateboarder wearing a blue jacket?,yes|no,yes
58,a skateboarder in a blue jacket is doing a trick,3,what is the skateboarder wearing?,blue jacket|red shirt|black hoodie|green sweater,blue jacket
58,a skateboarder in a blue jacket is doing a trick,4,is the skateboarder doing a trick?,yes|no,yes
58,a skateboarder in a blue jacket is doing a trick,5,what is the skateboarder doing?,doing a trick|riding|falling|standing,doing a trick
58,a skateboarder in a blue jacket is doing a trick,6,is the skateboarder's jacket blue?,yes|no,yes
58,a skateboarder in a blue jacket is doing a trick,7,what color is the skateboarder's jacket?,blue|red|black|green,blue
59,A group of children sitting in the grass with two of them holding a Frisbee .,0,are there children?,yes|no,yes
59,A group of children sitting in the grass with two of them holding a Frisbee .,1,who is sitting in the grass?,children|adults|animals|plants,children
59,A group of children sitting in the grass with two of them holding a Frisbee .,2,is there grass?,yes|no,yes
59,A group of children sitting in the grass with two of them holding a Frisbee .,3,is there a Frisbee?,yes|no,yes
59,A group of children sitting in the grass with two of them holding a Frisbee .,4,what are two of the children holding?,Frisbee|ball|toy car|book,Frisbee
59,A group of children sitting in the grass with two of them holding a Frisbee .,5,are the children sitting?,yes|no,yes
59,A group of children sitting in the grass with two of them holding a Frisbee .,6,are two of the children holding the Frisbee?,yes|no,yes
59,A group of children sitting in the grass with two of them holding a Frisbee .,7,is this a group of children?,yes|no,yes
59,A group of children sitting in the grass with two of them holding a Frisbee .,8,are the children in a group or alone?,group|alone|pairs|crowd,group
60,A grey motorcycle on dirt road next to a building.,0,is there a motorcycle?,yes|no,yes
60,A grey motorcycle on dirt road next to a building.,1,what type of vehicle is this?,motorcycle|car|bicycle|truck,motorcycle
60,A grey motorcycle on dirt road next to a building.,2,is there a dirt road?,yes|no,yes
60,A grey motorcycle on dirt road next to a building.,3,what type of road is this?,dirt road|paved road|gravel road|highway,dirt road
60,A grey motorcycle on dirt road next to a building.,4,is there a building?,yes|no,yes
60,A grey motorcycle on dirt road next to a building.,5,what type of structure is this?,building|house|barn|tower,building
60,A grey motorcycle on dirt road next to a building.,6,is the motorcycle grey?,yes|no,yes
60,A grey motorcycle on dirt road next to a building.,7,what color is the motorcycle?,grey|black|white|red,grey
60,A grey motorcycle on dirt road next to a building.,8,is the motorcycle next to the building?,yes|no,yes
60,A grey motorcycle on dirt road next to a building.,9,is the motorcycle next to or in front of the building?,next to|in front of|behind|inside,next to
61,A red bike with handles by a black fence on a sidewalk.,0,is this a bike?,yes|no,yes
61,A red bike with handles by a black fence on a sidewalk.,1,what type of vehicle is this?,bike|car|motorcycle|scooter,bike
61,A red bike with handles by a black fence on a sidewalk.,2,are there handles on the bike?,yes|no,yes
61,A red bike with handles by a black fence on a sidewalk.,3,what is on the bike?,handles|pedals|wheels|seat,handles
61,A red bike with handles by a black fence on a sidewalk.,4,is there a fence?,yes|no,yes
61,A red bike with handles by a black fence on a sidewalk.,5,what is on the side of the bike?,fence|wall|tree|bush,fence
61,A red bike with handles by a black fence on a sidewalk.,6,is there a sidewalk?,yes|no,yes
61,A red bike with handles by a black fence on a sidewalk.,7,what type of path is this?,sidewalk|road|trail|bridge,sidewalk
61,A red bike with handles by a black fence on a sidewalk.,8,is the bike red?,yes|no,yes
61,A red bike with handles by a black fence on a sidewalk.,9,what color is the bike?,red|black|blue|green,red
61,A red bike with handles by a black fence on a sidewalk.,10,is the fence black?,yes|no,yes
61,A red bike with handles by a black fence on a sidewalk.,11,what color is the fence?,black|white|brown|gray,black
62,A table topped with bags of luggage and purses.,0,is there a table?,yes|no,yes
62,A table topped with bags of luggage and purses.,1,are there bags?,yes|no,yes
62,A table topped with bags of luggage and purses.,2,what is on the table?,bags|books|plates|cups,bags
62,A table topped with bags of luggage and purses.,3,is there luggage?,yes|no,yes
62,A table topped with bags of luggage and purses.,4,what type of bags are on the table?,luggage|backpacks|handbags|duffel bags,luggage
62,A table topped with bags of luggage and purses.,5,are there purses?,yes|no,yes
62,A table topped with bags of luggage and purses.,6,what type of bags are on the table?,purses|suitcases|briefcases|tote bags,purses
62,A table topped with bags of luggage and purses.,7,is the table topped with bags of luggage and purses?,yes|no,yes
63,A traffic light and a signpost at a crossroads intersection near a waterway.,0,is there a traffic light?,yes|no,yes
63,A traffic light and a signpost at a crossroads intersection near a waterway.,1,what is on the pole?,traffic light|street lamp|sign|flag,traffic light
63,A traffic light and a signpost at a crossroads intersection near a waterway.,2,is there a signpost?,yes|no,yes
63,A traffic light and a signpost at a crossroads intersection near a waterway.,3,what is on the pole?,signpost|traffic light|street lamp|flag,signpost
63,A traffic light and a signpost at a crossroads intersection near a waterway.,4,is this a crossroads intersection?,yes|no,yes
63,A traffic light and a signpost at a crossroads intersection near a waterway.,5,what type of intersection is this?,crossroads intersection|T intersection|roundabout|four-way intersection,crossroads intersection
63,A traffic light and a signpost at a crossroads intersection near a waterway.,6,is there a waterway nearby?,yes|no,yes
63,A traffic light and a signpost at a crossroads intersection near a waterway.,7,what is nearby?,waterway|park|building|road,waterway
63,A traffic light and a signpost at a crossroads intersection near a waterway.,8,is the waterway near the crossroads intersection?,yes|no,yes
63,A traffic light and a signpost at a crossroads intersection near a waterway.,9,is the waterway near or far from the crossroads intersection?,near|far|next to|behind,near
64,A large giraffe looks at a smaller giraffe looking by a fence.,0,is there a giraffe?,yes|no,yes
64,A large giraffe looks at a smaller giraffe looking by a fence.,1,is there a fence?,yes|no,yes
64,A large giraffe looks at a smaller giraffe looking by a fence.,2,is the large giraffe looking at the smaller giraffe?,yes|no,yes
64,A large giraffe looks at a smaller giraffe looking by a fence.,3,is the smaller giraffe looking by the fence?,yes|no,yes
65,A group of stuffed animals sitting next to each other in bed.,0,are there stuffed animals?,yes|no,yes
65,A group of stuffed animals sitting next to each other in bed.,1,what type of toys are these?,stuffed animals|dolls|action figures|cars,stuffed animals
65,A group of stuffed animals sitting next to each other in bed.,2,is there a bed?,yes|no,yes
65,A group of stuffed animals sitting next to each other in bed.,3,what type of furniture is this?,bed|couch|chair|table,bed
65,A group of stuffed animals sitting next to each other in bed.,4,are the stuffed animals in a group?,yes|no,yes
65,A group of stuffed animals sitting next to each other in bed.,5,how many stuffed animals are in the group?,1|2|3|4,group
65,A group of stuffed animals sitting next to each other in bed.,6,are the stuffed animals sitting next to each other?,yes|no,yes
66,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,0,is there a kitten?,yes|no,yes
66,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,1,what animal is in the picture?,kitten|puppy|bunny|hamster,kitten
66,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,2,is there a blanket?,yes|no,yes
66,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,3,what is the kitten lying on?,blanket|pillow|towel|mat,blanket
66,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,4,is there a bed?,yes|no,yes
66,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,5,what is the blanket on top of?,bed|couch|chair|floor,bed
66,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,6,is the kitten caramel-colored?,yes|no,yes
66,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,7,what color is the kitten?,caramel-colored|black|white|gray,caramel-colored
66,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,8,is the blanket small?,yes|no,yes
66,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,9,is the bed unmade?,yes|no,yes
66,The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.,10,is the bed unmade or made?,unmade|made|tidy|messy,unmade
67,A woman eating food outside from a plate on her lap.,0,is this a woman?,yes|no,yes
67,A woman eating food outside from a plate on her lap.,1,who is eating food?,woman|man|boy|girl,woman
67,A woman eating food outside from a plate on her lap.,2,is there food?,yes|no,yes
67,A woman eating food outside from a plate on her lap.,3,what is the woman eating?,food|fruit|vegetables|dessert,food
67,A woman eating food outside from a plate on her lap.,4,is there a plate?,yes|no,yes
67,A woman eating food outside from a plate on her lap.,5,what is the food on?,plate|bowl|tray|napkin,plate
67,A woman eating food outside from a plate on her lap.,6,is the woman eating outside?,yes|no,yes
67,A woman eating food outside from a plate on her lap.,7,is the woman eating outside or inside?,outside|inside|in a car|in a restaurant,outside
67,A woman eating food outside from a plate on her lap.,8,is the plate on the woman's lap?,yes|no,yes
67,A woman eating food outside from a plate on her lap.,9,is the plate on the woman's lap or on a table?,on her lap|on a table|on a chair|on the ground,on her lap
67,A woman eating food outside from a plate on her lap.,10,is the woman eating?,yes|no,yes
68,a train on a track near many trees,0,is there a train?,yes|no,yes
68,a train on a track near many trees,1,is there a track?,yes|no,yes
68,a train on a track near many trees,2,are there trees?,yes|no,yes
68,a train on a track near many trees,3,is the train near the trees?,yes|no,yes
69,A young woman is playing a video game on a couch.,0,is this a young woman?,yes|no,yes
69,A young woman is playing a video game on a couch.,1,who is playing a video game?,woman|man|boy|girl,woman
69,A young woman is playing a video game on a couch.,2,is the woman playing a video game?,yes|no,yes
69,A young woman is playing a video game on a couch.,3,what is the woman doing?,playing a video game|reading a book|watching TV|cooking,playing a video game
69,A young woman is playing a video game on a couch.,4,is there a couch?,yes|no,yes
69,A young woman is playing a video game on a couch.,5,where is the woman playing the video game?,on the couch|on the bed|on the floor|on the chair,on the couch
69,A young woman is playing a video game on a couch.,6,is the woman young?,yes|no,yes
70,Multiple skiers travelling across a vast expanse of snow covered land towards a mountain.,0,are there skiers?,yes|no,yes
70,Multiple skiers travelling across a vast expanse of snow covered land towards a mountain.,1,what are the people doing?,skiing|hiking|running|swimming,skiing
70,Multiple skiers travelling across a vast expanse of snow covered land towards a mountain.,2,is this land?,yes|no,yes
70,Multiple skiers travelling across a vast expanse of snow covered land towards a mountain.,3,what type of terrain is this?,land|water|desert|forest,land
70,Multiple skiers travelling across a vast expanse of snow covered land towards a mountain.,4,is there a mountain?,yes|no,yes
70,Multiple skiers travelling across a vast expanse of snow covered land towards a mountain.,5,what is in the distance?,mountain|hill|building|tree,mountain
70,Multiple skiers travelling across a vast expanse of snow covered land towards a mountain.,6,are the skiers travelling?,yes|no,yes
70,Multiple skiers travelling across a vast expanse of snow covered land towards a mountain.,7,are there multiple skiers?,yes|no,yes
70,Multiple skiers travelling across a vast expanse of snow covered land towards a mountain.,8,is the land vast?,yes|no,yes
70,Multiple skiers travelling across a vast expanse of snow covered land towards a mountain.,9,is the land vast or small?,vast|small|medium|large,vast
70,Multiple skiers travelling across a vast expanse of snow covered land towards a mountain.,10,is the land snow covered?,yes|no,yes
70,Multiple skiers travelling across a vast expanse of snow covered land towards a mountain.,11,what is covering the land?,snow|grass|sand|rocks,snow covered
71,The beach is crowded with red and white beach umbrellas.,0,is this a beach?,yes|no,yes
71,The beach is crowded with red and white beach umbrellas.,1,are there beach umbrellas?,yes|no,yes
71,The beach is crowded with red and white beach umbrellas.,2,what is on the beach?,beach umbrellas|beach chairs|beach balls|beach towels,beach umbrellas
71,The beach is crowded with red and white beach umbrellas.,3,are the beach umbrellas red?,yes|no,yes
71,The beach is crowded with red and white beach umbrellas.,4,what color are the beach umbrellas?,red|blue|yellow|green,red
71,The beach is crowded with red and white beach umbrellas.,5,are the beach umbrellas white?,yes|no,yes
71,The beach is crowded with red and white beach umbrellas.,6,what color are the beach umbrellas?,white|black|red|blue,white
71,The beach is crowded with red and white beach umbrellas.,7,is the beach crowded?,yes|no,yes
71,The beach is crowded with red and white beach umbrellas.,8,is the beach crowded or empty?,crowded|empty|quiet|noisy,crowded
72,A lady wearing red playing tennis on a green court.,0,is this a lady?,yes|no,yes
72,A lady wearing red playing tennis on a green court.,1,who is playing tennis?,lady|man|boy|girl,lady
72,A lady wearing red playing tennis on a green court.,2,is the lady playing tennis?,yes|no,yes
72,A lady wearing red playing tennis on a green court.,3,what sport is the lady playing?,tennis|basketball|soccer|golf,tennis
72,A lady wearing red playing tennis on a green court.,4,is there a court?,yes|no,yes
72,A lady wearing red playing tennis on a green court.,5,what type of place is this?,court|field|gym|pool,court
72,A lady wearing red playing tennis on a green court.,6,is the lady wearing red?,yes|no,yes
72,A lady wearing red playing tennis on a green court.,7,what color is the lady wearing?,red|blue|yellow|green,red
72,A lady wearing red playing tennis on a green court.,8,is the court green?,yes|no,yes
72,A lady wearing red playing tennis on a green court.,9,what color is the court?,green|blue|yellow|red,green
73,A sign laying on a lush green field near a body of water.,0,is there a sign?,yes|no,yes
73,A sign laying on a lush green field near a body of water.,1,is there a field?,yes|no,yes
73,A sign laying on a lush green field near a body of water.,2,is there a body of water?,yes|no,yes
73,A sign laying on a lush green field near a body of water.,3,is the field lush green?,yes|no,yes
74,A cat on top of a desk on a laptop.,0,is there a cat?,yes|no,yes
74,A cat on top of a desk on a laptop.,1,what animal is on top of the desk?,cat|dog|bird|fish,cat
74,A cat on top of a desk on a laptop.,2,is there a desk?,yes|no,yes
74,A cat on top of a desk on a laptop.,3,what type of furniture is this?,desk|table|chair|shelf,desk
74,A cat on top of a desk on a laptop.,4,is there a laptop?,yes|no,yes
74,A cat on top of a desk on a laptop.,5,what type of device is this?,laptop|tablet|smartphone|desktop computer,laptop
74,A cat on top of a desk on a laptop.,6,is the cat on top of the desk?,yes|no,yes
74,A cat on top of a desk on a laptop.,7,is the cat on top of the desk or under the desk?,on top of|under|next to|inside,on top of
75,Some very big furry brown bears in a big grass field.,0,are there bears?,yes|no,yes
75,Some very big furry brown bears in a big grass field.,1,is there a grass field?,yes|no,yes
75,Some very big furry brown bears in a big grass field.,2,are the bears brown?,yes|no,yes
75,Some very big furry brown bears in a big grass field.,3,what color are the bears?,brown|black|white|gray,brown
75,Some very big furry brown bears in a big grass field.,4,are there some bears?,yes|no,yes
75,Some very big furry brown bears in a big grass field.,5,are the bears very big?,yes|no,yes
75,Some very big furry brown bears in a big grass field.,6,are the bears very big or small?,very big|small|medium-sized|large,very big
75,Some very big furry brown bears in a big grass field.,7,are the bears furry?,yes|no,yes
75,Some very big furry brown bears in a big grass field.,8,are the bears furry or smooth?,furry|smooth|rough|soft,furry
75,Some very big furry brown bears in a big grass field.,9,are the bears big?,yes|no,yes
75,Some very big furry brown bears in a big grass field.,10,are the bears big or small?,big|small|medium-sized|large,big
76,A wooden boat on the shore of a beach.,0,is there a boat?,yes|no,yes
76,A wooden boat on the shore of a beach.,1,what type of vehicle is this?,boat|car|airplane|bicycle,boat
76,A wooden boat on the shore of a beach.,2,is this a shore?,yes|no,yes
76,A wooden boat on the shore of a beach.,3,what type of place is this?,shore|forest|desert|mountain,shore
76,A wooden boat on the shore of a beach.,4,is this a beach?,yes|no,yes
76,A wooden boat on the shore of a beach.,5,what type of place is this?,beach|park|city|farm,beach
76,A wooden boat on the shore of a beach.,6,is the boat made of wood?,yes|no,yes
76,A wooden boat on the shore of a beach.,7,what material is the boat made of?,wood|metal|plastic|glass,wood
77,A woman is bent over next to a small refrigerator.,0,is there a woman?,yes|no,yes
77,A woman is bent over next to a small refrigerator.,1,is there a refrigerator?,yes|no,yes
77,A woman is bent over next to a small refrigerator.,2,what appliance is next to the woman?,refrigerator|stove|dishwasher|washing machine,refrigerator
77,A woman is bent over next to a small refrigerator.,3,is the woman bent over?,yes|no,yes
77,A woman is bent over next to a small refrigerator.,4,is the refrigerator small?,yes|no,yes
78,Woman with blue dress sitting in modern chair next to vase in a room.,0,is there a woman?,yes|no,yes
78,Woman with blue dress sitting in modern chair next to vase in a room.,1,is the woman wearing a blue dress?,yes|no,yes
78,Woman with blue dress sitting in modern chair next to vase in a room.,2,is there a chair?,yes|no,yes
78,Woman with blue dress sitting in modern chair next to vase in a room.,3,is there a vase?,yes|no,yes
78,Woman with blue dress sitting in modern chair next to vase in a room.,4,is this a room?,yes|no,yes
78,Woman with blue dress sitting in modern chair next to vase in a room.,5,is the chair modern?,yes|no,yes
79,Two people standing next to an elephant along a river.,0,are there people?,yes|no,yes
79,Two people standing next to an elephant along a river.,1,how many people are there?,1|2|3|4,2
79,Two people standing next to an elephant along a river.,2,is there an elephant?,yes|no,yes
79,Two people standing next to an elephant along a river.,3,is there a river?,yes|no,yes
79,Two people standing next to an elephant along a river.,4,are the people standing next to the elephant?,yes|no,yes
79,Two people standing next to an elephant along a river.,5,are the people standing next to or behind the elephant?,next to|behind|in front of|under,next to
79,Two people standing next to an elephant along a river.,6,are the people standing along the river?,yes|no,yes
79,Two people standing next to an elephant along a river.,7,are the people standing along the river or in the water?,along|in|above|below,along
80,A group of giraffes are gathered together in their enclosure,0,are there giraffes?,yes|no,yes
80,A group of giraffes are gathered together in their enclosure,1,is this an enclosure?,yes|no,yes
80,A group of giraffes are gathered together in their enclosure,2,what type of place is this?,enclosure|zoo|park|forest,enclosure
80,A group of giraffes are gathered together in their enclosure,3,are there a group of giraffes?,yes|no,yes
80,A group of giraffes are gathered together in their enclosure,4,how many giraffes are gathered together?,1|2|3|4,group
80,A group of giraffes are gathered together in their enclosure,5,are the giraffes gathered together?,yes|no,yes
81,A house where you can see the bedroom and relaxing room.,0,is this a house?,yes|no,yes
81,A house where you can see the bedroom and relaxing room.,1,is there a bedroom?,yes|no,yes
81,A house where you can see the bedroom and relaxing room.,2,what room can you see in the house?,bedroom|kitchen|living room|bathroom,bedroom
81,A house where you can see the bedroom and relaxing room.,3,is there a relaxing room?,yes|no,yes
81,A house where you can see the bedroom and relaxing room.,4,what room can you see in the house besides the bedroom?,relaxing room|kitchen|living room|bathroom,relaxing room
82,A boy wearing a green shirt posing with some fruit.,0,is this a boy?,yes|no,yes
82,A boy wearing a green shirt posing with some fruit.,1,who is posing with the fruit?,boy|girl|man|woman,boy
82,A boy wearing a green shirt posing with some fruit.,2,is the boy wearing a green shirt?,yes|no,yes
82,A boy wearing a green shirt posing with some fruit.,3,what color is the boy's shirt?,green|blue|red|yellow,green
82,A boy wearing a green shirt posing with some fruit.,4,is there fruit?,yes|no,yes
82,A boy wearing a green shirt posing with some fruit.,5,what type of food is the boy posing with?,fruit|vegetables|meat|bread,fruit
82,A boy wearing a green shirt posing with some fruit.,6,is the boy posing?,yes|no,yes
83,a panda bear with aviator glasses on its head,0,is this a panda bear?,yes|no,yes
83,a panda bear with aviator glasses on its head,1,what animal is in the picture?,panda bear|polar bear|grizzly bear|black bear,panda bear
83,a panda bear with aviator glasses on its head,2,is the panda bear wearing aviator glasses?,yes|no,yes
83,a panda bear with aviator glasses on its head,3,what type of glasses is the panda bear wearing?,aviator glasses|sunglasses|reading glasses|safety glasses,aviator glasses
84,A woman dressed in black smiling with a toothbrush in her hand.,0,is this a woman?,yes|no,yes
84,A woman dressed in black smiling with a toothbrush in her hand.,1,what gender is the person in the photo?,woman|man|boy|girl,woman
84,A woman dressed in black smiling with a toothbrush in her hand.,2,is there a toothbrush?,yes|no,yes
84,A woman dressed in black smiling with a toothbrush in her hand.,3,what object is the woman holding?,toothbrush|comb|pen|spoon,toothbrush
84,A woman dressed in black smiling with a toothbrush in her hand.,4,is the woman dressed in black?,yes|no,yes
84,A woman dressed in black smiling with a toothbrush in her hand.,5,what color is the woman's clothing?,black|white|red|blue,black
84,A woman dressed in black smiling with a toothbrush in her hand.,6,is the woman smiling?,yes|no,yes
84,A woman dressed in black smiling with a toothbrush in her hand.,7,what is the woman doing with her mouth?,smiling|frowning|laughing|crying,smiling
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,0,is there a guy?,yes|no,yes
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,1,who is sitting at the table?,guy|woman|child|elderly,guy
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,2,is the guy wearing an umbrella hat?,yes|no,yes
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,3,what type of hat is the guy wearing?,umbrella hat|baseball cap|fedora|beanie,umbrella hat
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,4,is there a table?,yes|no,yes
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,5,is there another person?,yes|no,yes
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,6,how many people are at the table?,1|2|3|4,2
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,7,is there a hat?,yes|no,yes
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,8,what type of hat is the other person wearing?,hat|baseball cap|fedora|beanie,hat
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,9,is there a red umbrella?,yes|no,yes
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,10,what color is the umbrella?,red|blue|yellow|green,red
85,GUY WITH UMBRELLA HAT SITTING A TABLE WITH ANOTHER PERSON WITH A HAT UNDER A RED UMBERLLA,11,are the guys sitting?,yes|no,yes
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,0,are there men in the photo?,yes|no,yes
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,1,how many men are in the photo?,1|2|3|4,2
86,Two men in neon yellow safety jackets sharing a meal next to a food car.,2,are the men wearing safety jackets?,yes|no,yes
