id,question_id,vqa_answer,mc_answer,correct,parent_question_id
25,9,no,no,0,0-3
25,10,no,no,0,0-4
25,0,yes,yes,1,-1
25,1,yes,yes,1,0
25,2,yes,yes,1,0
25,3,no,no,0,0
25,4,no,no,0,0
25,5,yes,yes,1,1-2
25,6,yes,yes,1,2-1
25,7,no,no,0,3-2
25,8,no,no,0,4-1
25,9,no,no,0,0-3
25,10,yes,yes,1,0-4
25,0,yes,yes,1,-1
25,1,yes,yes,1,0
25,2,no,no,0,0
25,3,no,no,0,0
25,4,no,no,0,0
25,5,no,no,0,1-2
25,6,yes,yes,1,2-1
25,7,no,no,0,3-2
25,8,no,no,0,4-1
25,9,no,no,0,0-3
25,10,no,no,0,0-4
25,0,no,no,0,-1
25,1,yes,yes,1,0
25,2,yes,yes,1,0
25,3,no,no,0,0
25,4,yes,yes,1,0
25,5,yes,yes,1,1-2
25,6,yes,yes,1,2-1
25,7,no,no,0,3-2
25,8,yes,yes,1,4-1
25,9,no,no,0,0-3
25,10,no,no,0,0-4
25,0,yes,yes,1,-1
25,1,yes,yes,1,0
25,2,no,no,0,0
25,3,no,no,0,0
25,4,no,no,0,0
25,5,no,no,0,1-2
25,6,no,no,0,2-1
25,7,no,no,0,3-2
25,8,no,no,0,4-1
25,9,yes,yes,1,0-3
25,10,no,no,0,0-4
25,0,yes,yes,1,-1
25,1,yes,yes,1,0
25,2,no,no,0,0
25,3,no,no,0,0
25,4,no,no,0,0
25,5,no,no,0,1-2
25,6,no,no,0,2-1
25,7,no,no,0,3-2
25,8,no,no,0,4-1
25,9,no,no,0,0-3
25,10,no,no,0,0-4
25,0,yes,yes,1,-1
25,1,yes,yes,1,0
25,2,no,no,0,0
25,3,no,no,0,0
25,4,no,no,0,0
25,5,no,no,0,1-2
25,6,no,no,0,2-1
25,7,no,no,0,3-2
25,8,yes,yes,1,4-1
25,9,yes,yes,1,0-3
25,10,no,no,0,0-4
25,0,yes,yes,1,-1
25,1,yes,yes,1,0
25,2,no,no,0,0
25,3,yes,yes,1,0
25,4,no,no,0,0
25,5,no,no,0,1-2
25,6,no,no,0,2-1
25,7,yes,yes,1,3-2
25,8,no,no,0,4-1
25,9,no,no,0,0-3
25,10,no,no,0,0-4
25,0,yes,yes,1,-1
25,1,yes,yes,1,0
25,2,no,no,0,0
25,3,yes,yes,1,0
25,4,no,no,0,0
25,5,no,no,0,1-2
25,6,no,no,0,2-1
25,7,no,no,0,3-2
25,8,no,no,0,4-1
25,9,yes,yes,1,0-3
25,10,no,no,0,0-4
25,0,no,no,0,-1
25,1,yes,yes,1,0
25,2,no,no,0,0
25,3,yes,yes,1,0
25,4,yes,yes,1,0
25,5,no,no,0,1-2
25,6,no,no,0,2-1
25,7,no,no,0,3-2
25,8,no,no,0,4-1
25,9,no,no,0,0-3
25,10,no,no,0,0-4
25,0,no,no,0,-1
25,1,yes,yes,1,0
25,2,yes,yes,1,0
25,3,yes,yes,1,0
25,4,no,no,0,0
25,5,no,no,0,1-2
25,6,no,no,0,2-1
25,7,no,no,0,3-2
25,8,no,no,0,4-1
25,9,yes,yes,1,0-3
25,10,no,no,0,0-4
25,0,yes,yes,1,-1
25,1,yes,yes,1,0
25,2,yes,yes,1,0
25,3,yes,yes,1,0
25,4,yes,yes,1,0
25,5,yes,yes,1,1-2
25,6,yes,yes,1,2-1
25,7,no,no,0,3-2
25,8,yes,yes,1,4-1
25,9,yes,yes,1,0-3
25,10,yes,yes,1,0-4
25,0,yes,yes,1,-1
25,1,yes,yes,1,0
25,2,yes,yes,1,0
25,3,yes,yes,1,0
25,4,no,no,0,0
25,5,yes,yes,1,1-2
25,6,no,no,0,2-1
25,7,no,no,0,3-2
25,8,no,no,0,4-1
25,9,yes,yes,1,0-3
25,10,yes,yes,1,0-4
25,0,yes,yes,1,-1
25,1,yes,yes,1,0
25,2,yes,yes,1,0
25,3,no,no,0,0
25,4,no,no,0,0
25,5,no,no,0,1-2
25,6,yes,yes,1,2-1
25,7,no,no,0,3-2
25,8,no,no,0,4-1
25,9,no,no,0,0-3
25,10,no,no,0,0-4
25,0,yes,yes,1,-1
25,1,yes,yes,1,0
25,2,no,no,0,0
25,3,no,no,0,0
25,4,no,no,0,0
25,5,no,no,0,1-2
25,6,no,no,0,2-1
25,7,no,no,0,3-2
25,8,no,no,0,4-1
25,9,no,no,0,0-3
25,10,no,no,0,0-4
25,0,yes,yes,1,-1
25,1,yes,yes,1,0
25,2,yes,yes,1,0
25,3,no,no,0,0
25,4,yes,yes,1,0
25,5,yes,yes,1,1-2
25,6,yes,yes,1,2-1
25,7,no,no,0,3-2
25,8,yes,yes,1,4-1
25,9,yes,yes,1,0-3
25,10,yes,yes,1,0-4
26,0,yes,yes,1,-1
26,1,yes,yes,1,0
26,0,yes,yes,1,-1
26,1,no,no,0,0
26,0,yes,yes,1,-1
26,1,no,no,0,0
26,0,yes,yes,1,-1
26,1,no,no,0,0
26,0,yes,yes,1,-1
26,1,no,no,0,0
26,0,yes,yes,1,-1
26,1,no,no,0,0
27,0,yes,yes,1,-1
27,1,yes,yes,1,-1
27,2,yes,yes,1,1
27,3,yes,yes,1,0-2
27,0,yes,yes,1,-1
27,1,no,no,0,-1
27,2,no,no,0,1
27,3,no,no,0,0-2
27,0,yes,yes,1,-1
27,1,no,no,0,-1
27,2,no,no,0,1
27,3,no,no,0,0-2
27,0,yes,yes,1,-1
27,1,no,no,0,-1
27,2,no,no,0,1
27,3,no,no,0,0-2
27,0,yes,yes,1,-1
27,1,no,no,0,-1
27,2,no,no,0,1
27,3,no,no,0,0-2
27,0,yes,yes,1,-1
27,1,no,no,0,-1
27,2,no,no,0,1
27,3,no,no,0,0-2
27,0,no,no,0,-1
27,1,no,no,0,-1
27,2,yes,yes,1,1
27,3,no,no,0,0-2
27,0,no,no,0,-1
27,1,yes,yes,1,-1
27,2,yes,yes,1,1
27,3,no,no,0,0-2
27,0,no,no,0,-1
27,1,no,no,0,-1
27,2,yes,yes,1,1
27,3,no,no,0,0-2
27,0,no,no,0,-1
27,1,yes,yes,1,-1
27,2,yes,yes,1,1
27,3,no,no,0,0-2
27,0,no,no,0,-1
27,1,yes,yes,1,-1
27,2,yes,yes,1,1
27,3,no,no,0,0-2
28,0,yes,yes,1,-1
28,1,yes,yes,1,-1
28,2,yes,yes,1,-1
28,3,no,no,0,1-2
28,0,yes,yes,1,-1
28,1,yes,yes,1,-1
28,2,no,no,0,-1
28,3,no,no,0,1-2
28,0,yes,yes,1,-1
28,1,yes,yes,1,-1
28,2,no,no,0,-1
28,3,no,no,0,1-2
28,0,yes,yes,1,-1
28,1,yes,yes,1,-1
28,2,no,no,0,-1
28,3,no,no,0,1-2
28,0,yes,yes,1,-1
28,1,yes,yes,1,-1
28,2,no,no,0,-1
28,3,no,no,0,1-2
28,0,yes,yes,1,-1
28,1,yes,yes,1,-1
28,2,no,no,0,-1
28,3,no,no,0,1-2
28,0,yes,yes,1,-1
28,1,no,no,0,-1
28,2,yes,yes,1,-1
28,3,no,no,0,1-2
28,0,yes,yes,1,-1
28,1,no,no,0,-1
28,2,yes,yes,1,-1
28,3,no,no,0,1-2
28,0,yes,yes,1,-1
28,1,no,no,0,-1
28,2,yes,yes,1,-1
28,3,no,no,0,1-2
28,0,yes,yes,1,-1
28,1,no,no,0,-1
28,2,yes,yes,1,-1
28,3,no,no,0,1-2
28,0,yes,yes,1,-1
28,1,no,no,0,-1
28,2,yes,yes,1,-1
28,3,no,no,0,1-2
29,0,yes,yes,1,-1
29,1,yes,yes,1,-1
29,2,yes,yes,1,-1
29,3,no,no,0,1-2
29,0,yes,yes,1,-1
29,1,yes,yes,1,-1
29,2,no,no,0,-1
29,3,no,no,0,1-2
29,0,yes,yes,1,-1
29,1,yes,yes,1,-1
29,2,no,no,0,-1
29,3,no,no,0,1-2
29,0,yes,yes,1,-1
29,1,yes,yes,1,-1
29,2,no,no,0,-1
29,3,no,no,0,1-2
29,0,yes,yes,1,-1
29,1,yes,yes,1,-1
29,2,no,no,0,-1
29,3,no,no,0,1-2
29,0,yes,yes,1,-1
29,1,yes,yes,1,-1
29,2,no,no,0,-1
29,3,no,no,0,1-2
29,0,yes,yes,1,-1
29,1,no,no,0,-1
29,2,yes,yes,1,-1
29,3,no,no,0,1-2
29,0,yes,yes,1,-1
29,1,no,no,0,-1
29,2,yes,yes,1,-1
29,3,no,no,0,1-2
29,0,yes,yes,1,-1
29,1,no,no,0,-1
29,2,yes,yes,1,-1
29,3,no,no,0,1-2
29,0,yes,yes,1,-1
29,1,no,no,0,-1
29,2,yes,yes,1,-1
29,3,no,no,0,1-2
29,0,yes,yes,1,-1
29,1,no,no,0,-1
29,2,yes,yes,1,-1
29,3,no,no,0,1-2
30,0,yes,yes,1,-1
30,1,yes,yes,1,0
30,2,yes,yes,1,0
30,3,yes,yes,1,0
30,4,yes,yes,1,-1
30,5,yes,yes,1,0
30,6,yes,yes,1,1
30,7,yes,yes,1,2
30,8,yes,yes,1,3
30,9,yes,yes,1,0-4
30,0,yes,yes,1,-1
30,1,yes,yes,1,0
30,2,yes,yes,1,0
30,3,yes,yes,1,0
30,4,yes,yes,1,-1
30,5,yes,yes,1,0
30,6,yes,yes,1,1
30,7,yes,yes,1,2
30,8,no,no,0,3
30,9,yes,yes,1,0-4
30,0,no,no,0,-1
30,1,yes,yes,1,0
30,2,yes,yes,1,0
30,3,yes,yes,1,0
30,4,yes,yes,1,-1
30,5,yes,yes,1,0
30,6,yes,yes,1,1
30,7,yes,yes,1,2
30,8,yes,yes,1,3
30,9,no,no,0,0-4
30,0,yes,yes,1,-1
30,1,yes,yes,1,0
30,2,yes,yes,1,0
30,3,yes,yes,1,0
30,4,yes,yes,1,-1
30,5,yes,yes,1,0
30,6,yes,yes,1,1
30,7,no,no,0,2
30,8,yes,yes,1,3
30,9,yes,yes,1,0-4
30,0,no,no,0,-1
30,1,yes,yes,1,0
30,2,yes,yes,1,0
30,3,yes,yes,1,0
30,4,yes,yes,1,-1
30,5,yes,yes,1,0
30,6,yes,yes,1,1
30,7,yes,yes,1,2
30,8,yes,yes,1,3
30,9,no,no,0,0-4
30,0,yes,yes,1,-1
30,1,yes,yes,1,0
30,2,yes,yes,1,0
30,3,yes,yes,1,0
30,4,yes,yes,1,-1
30,5,yes,yes,1,0
30,6,no,no,0,1
30,7,yes,yes,1,2
30,8,yes,yes,1,3
30,9,yes,yes,1,0-4
30,0,no,no,0,-1
30,1,no,no,0,0
30,2,yes,yes,1,0
30,3,yes,yes,1,0
30,4,yes,yes,1,-1
30,5,yes,yes,1,0
30,6,no,no,0,1
30,7,yes,yes,1,2
30,8,yes,yes,1,3
30,9,no,no,0,0-4
30,0,yes,yes,1,-1
30,1,yes,yes,1,0
30,2,yes,yes,1,0
30,3,yes,yes,1,0
30,4,no,no,0,-1
30,5,yes,yes,1,0
30,6,yes,yes,1,1
30,7,yes,yes,1,2
30,8,yes,yes,1,3
30,9,no,no,0,0-4
30,0,no,no,0,-1
30,1,yes,yes,1,0
30,2,no,no,0,0
30,3,yes,yes,1,0
30,4,yes,yes,1,-1
30,5,yes,yes,1,0
30,6,yes,yes,1,1
30,7,no,no,0,2
30,8,yes,yes,1,3
30,9,yes,yes,1,0-4
30,0,yes,yes,1,-1
30,1,yes,yes,1,0
30,2,no,no,0,0
30,3,yes,yes,1,0
30,4,yes,yes,1,-1
30,5,yes,yes,1,0
30,6,yes,yes,1,1
30,7,yes,yes,1,2
30,8,no,no,0,3
30,9,yes,yes,1,0-4
30,0,yes,yes,1,-1
30,1,yes,yes,1,0
30,2,no,no,0,0
30,3,yes,yes,1,0
30,4,no,no,0,-1
30,5,yes,yes,1,0
30,6,yes,yes,1,1
30,7,no,no,0,2
30,8,yes,yes,1,3
30,9,no,no,0,0-4
30,0,yes,yes,1,-1
30,1,yes,yes,1,0
30,2,no,no,0,0
30,3,yes,yes,1,0
30,4,no,no,0,-1
30,5,yes,yes,1,0
30,6,yes,yes,1,1
30,7,no,no,0,2
30,8,no,no,0,3
30,9,no,no,0,0-4
30,0,yes,yes,1,-1
30,1,yes,yes,1,0
30,2,yes,yes,1,0
30,3,yes,yes,1,0
30,4,no,no,0,-1
30,5,yes,yes,1,0
30,6,yes,yes,1,1
30,7,yes,yes,1,2
30,8,yes,yes,1,3
30,9,no,no,0,0-4
30,0,yes,yes,1,-1
30,1,yes,yes,1,0
30,2,no,no,0,0
30,3,yes,yes,1,0
30,4,yes,yes,1,-1
30,5,yes,yes,1,0
30,6,yes,yes,1,1
30,7,no,no,0,2
30,8,yes,yes,1,3
30,9,no,no,0,0-4
30,0,yes,yes,1,-1
30,1,no,no,0,0
30,2,no,no,0,0
30,3,no,no,0,0
30,4,yes,yes,1,-1
30,5,yes,yes,1,0
30,6,no,no,0,1
30,7,no,no,0,2
30,8,yes,yes,1,3
30,9,yes,yes,1,0-4
30,0,yes,yes,1,-1
30,1,no,no,0,0
30,2,no,no,0,0
30,3,no,no,0,0
30,4,yes,yes,1,-1
30,5,yes,yes,1,0
30,6,no,no,0,1
30,7,no,no,0,2
30,8,yes,yes,1,3
30,9,yes,yes,1,0-4
30,0,yes,yes,1,-1
30,1,yes,yes,1,0
30,2,no,no,0,0
30,3,no,no,0,0
30,4,yes,yes,1,-1
30,5,yes,yes,1,0
30,6,no,no,0,1
30,7,no,no,0,2
30,8,yes,yes,1,3
30,9,yes,yes,1,0-4
30,0,yes,yes,1,-1
30,1,yes,yes,1,0
30,2,no,no,0,0
30,3,yes,yes,1,0
30,4,yes,yes,1,-1
30,5,yes,yes,1,0
30,6,no,no,0,1
30,7,no,no,0,2
30,8,yes,yes,1,3
30,9,yes,yes,1,0-4
30,0,yes,yes,1,-1
30,1,yes,yes,1,0
30,2,no,no,0,0
30,3,no,no,0,0
30,4,no,no,0,-1
30,5,yes,yes,1,0
30,6,yes,yes,1,1
30,7,no,no,0,2
30,8,no,no,0,3
30,9,no,no,0,0-4
30,0,yes,yes,1,-1
30,1,yes,yes,1,0
30,2,no,no,0,0
30,3,no,no,0,0
30,4,no,no,0,-1
30,5,yes,yes,1,0
30,6,yes,yes,1,1
30,7,no,no,0,2
30,8,no,no,0,3
30,9,no,no,0,0-4
30,0,yes,yes,1,-1
30,1,yes,yes,1,0
30,2,no,no,0,0
30,3,no,no,0,0
30,4,no,no,0,-1
30,5,yes,yes,1,0
30,6,yes,yes,1,1
30,7,no,no,0,2
30,8,no,no,0,3
30,9,no,no,0,0-4
30,0,yes,yes,1,-1
30,1,yes,yes,1,0
30,2,no,no,0,0
30,3,no,no,0,0
30,4,no,no,0,-1
30,5,yes,yes,1,0
30,6,yes,yes,1,1
30,7,no,no,0,2
30,8,no,no,0,3
30,9,no,no,0,0-4
30,0,yes,yes,1,-1
30,1,yes,yes,1,0
30,2,no,no,0,0
30,3,no,no,0,0
30,4,no,no,0,-1
30,5,yes,yes,1,0
30,6,yes,yes,1,1
30,7,no,no,0,2
30,8,no,no,0,3
30,9,no,no,0,0-4
30,0,yes,yes,1,-1
30,1,no,no,0,0
30,2,no,no,0,0
30,3,yes,yes,1,0
30,4,no,no,0,-1
30,5,yes,yes,1,0
30,6,no,no,0,1
30,7,no,no,0,2
30,8,yes,yes,1,3
30,9,no,no,0,0-4
30,0,yes,yes,1,-1
30,1,no,no,0,0
30,2,no,no,0,0
30,3,yes,yes,1,0
30,4,no,no,0,-1
30,5,yes,yes,1,0
30,6,no,no,0,1
30,7,no,no,0,2
30,8,yes,yes,1,3
30,9,no,no,0,0-4
30,0,yes,yes,1,-1
30,1,no,no,0,0
30,2,no,no,0,0
30,3,yes,yes,1,0
30,4,no,no,0,-1
30,5,yes,yes,1,0
30,6,no,no,0,1
30,7,yes,yes,1,2
30,8,yes,yes,1,3
30,9,no,no,0,0-4
30,0,yes,yes,1,-1
30,1,no,no,0,0
30,2,no,no,0,0
30,3,yes,yes,1,0
30,4,no,no,0,-1
30,5,yes,yes,1,0
30,6,no,no,0,1
30,7,no,no,0,2
30,8,yes,yes,1,3
30,9,no,no,0,0-4
30,0,yes,yes,1,-1
30,1,no,no,0,0
30,2,yes,yes,1,0
30,3,yes,yes,1,0
30,4,no,no,0,-1
30,5,yes,yes,1,0
30,6,no,no,0,1
30,7,yes,yes,1,2
30,8,yes,yes,1,3
30,9,no,no,0,0-4
30,0,no,no,0,-1
30,1,no,no,0,0
30,2,no,no,0,0
30,3,no,no,0,0
30,4,yes,yes,1,-1
30,5,no,no,0,0
30,6,no,no,0,1
30,7,yes,yes,1,2
30,8,yes,yes,1,3
30,9,no,no,0,0-4
30,0,yes,yes,1,-1
30,1,no,no,0,0
30,2,no,no,0,0
30,3,no,no,0,0
30,4,no,no,0,-1
30,5,yes,yes,1,0
30,6,no,no,0,1
30,7,no,no,0,2
30,8,no,no,0,3
30,9,no,no,0,0-4
30,0,no,no,0,-1
30,1,yes,yes,1,0
30,2,no,no,0,0
30,3,no,no,0,0
30,4,no,no,0,-1
30,5,yes,yes,1,0
30,6,yes,yes,1,1
30,7,no,no,0,2
30,8,no,no,0,3
30,9,no,no,0,0-4
30,0,no,no,0,-1
30,1,yes,yes,1,0
30,2,no,no,0,0
30,3,no,no,0,0
30,4,no,no,0,-1
30,5,yes,yes,1,0
30,6,yes,yes,1,1
30,7,no,no,0,2
30,8,no,no,0,3
30,9,no,no,0,0-4
30,0,no,no,0,-1
30,1,yes,yes,1,0
30,2,no,no,0,0
30,3,no,no,0,0
30,4,no,no,0,-1
30,5,yes,yes,1,0
30,6,yes,yes,1,1
30,7,no,no,0,2
30,8,no,no,0,3
30,9,no,no,0,0-4
30,0,no,no,0,-1
30,1,yes,yes,1,0
30,2,no,no,0,0
30,3,no,no,0,0
30,4,no,no,0,-1
30,5,no,no,0,0
30,6,yes,yes,1,1
30,7,no,no,0,2
30,8,no,no,0,3
30,9,no,no,0,0-4
30,0,no,no,0,-1
30,1,no,no,0,0
30,2,no,no,0,0
30,3,yes,yes,1,0
30,4,no,no,0,-1
30,5,no,no,0,0
30,6,yes,yes,1,1
30,7,no,no,0,2
30,8,no,no,0,3
30,9,no,no,0,0-4
30,0,no,no,0,-1
30,1,no,no,0,0
30,2,yes,yes,1,0
30,3,no,no,0,0
30,4,no,no,0,-1
30,5,no,no,0,0
30,6,yes,yes,1,1
30,7,yes,yes,1,2
30,8,no,no,0,3
30,9,no,no,0,0-4
30,0,no,no,0,-1
30,1,yes,yes,1,0
30,2,yes,yes,1,0
30,3,no,no,0,0
30,4,no,no,0,-1
30,5,no,no,0,0
30,6,yes,yes,1,1
30,7,yes,yes,1,2
30,8,no,no,0,3
30,9,no,no,0,0-4
30,0,no,no,0,-1
30,1,no,no,0,0
30,2,yes,yes,1,0
30,3,no,no,0,0
30,4,no,no,0,-1
30,5,no,no,0,0
30,6,no,no,0,1
30,7,yes,yes,1,2
30,8,no,no,0,3
30,9,no,no,0,0-4
31,0,yes,yes,1,-1
31,1,yes,yes,1,0
31,0,yes,yes,1,-1
31,1,no,no,0,0
31,0,yes,yes,1,-1
31,1,no,no,0,0
31,0,yes,yes,1,-1
31,1,no,no,0,0
31,0,yes,yes,1,-1
31,1,no,no,0,0
31,0,yes,yes,1,-1
31,1,no,no,0,0
32,0,yes,yes,1,-1
32,1,yes,yes,1,-1
32,2,yes,yes,1,0-1
32,0,yes,yes,1,-1
32,1,no,no,0,-1
32,2,no,no,0,0-1
32,0,yes,yes,1,-1
32,1,no,no,0,-1
32,2,no,no,0,0-1
32,0,yes,yes,1,-1
32,1,no,no,0,-1
32,2,no,no,0,0-1
32,0,yes,yes,1,-1
32,1,no,no,0,-1
32,2,no,no,0,0-1
32,0,no,no,0,-1
32,1,yes,yes,1,-1
32,2,yes,yes,1,0-1
32,0,no,no,0,-1
32,1,yes,yes,1,-1
32,2,no,no,0,0-1
32,0,no,no,0,-1
32,1,yes,yes,1,-1
32,2,no,no,0,0-1
32,0,no,no,0,-1
32,1,yes,yes,1,-1
32,2,no,no,0,0-1
33,0,yes,yes,1,-1
33,1,yes,yes,1,-1
33,2,yes,yes,1,0-1
33,3,yes,yes,1,0
33,0,yes,yes,1,-1
33,1,no,no,0,-1
33,2,no,no,0,0-1
33,3,no,no,0,0
33,0,yes,yes,1,-1
33,1,no,no,0,-1
33,2,no,no,0,0-1
33,3,yes,yes,1,0
33,0,yes,yes,1,-1
33,1,no,no,0,-1
33,2,no,no,0,0-1
33,3,yes,yes,1,0
33,0,yes,yes,1,-1
33,1,no,no,0,-1
33,2,no,no,0,0-1
33,3,yes,yes,1,0
33,0,no,no,0,-1
33,1,yes,yes,1,-1
33,2,no,no,0,0-1
33,3,no,no,0,0
33,0,no,no,0,-1
33,1,yes,yes,1,-1
33,2,no,no,0,0-1
33,3,no,no,0,0
33,0,no,no,0,-1
33,1,yes,yes,1,-1
33,2,no,no,0,0-1
33,3,no,no,0,0
33,0,no,no,0,-1
33,1,yes,yes,1,-1
33,2,no,no,0,0-1
33,3,no,no,0,0
33,0,no,no,0,-1
33,1,yes,yes,1,-1
33,2,no,no,0,0-1
33,3,no,no,0,0
34,0,yes,yes,1,-1
34,1,yes,yes,1,-1
34,2,yes,yes,1,-1
34,3,no,no,0,1-2
34,0,yes,yes,1,-1
34,1,yes,yes,1,-1
34,2,no,no,0,-1
34,3,no,no,0,1-2
34,0,yes,yes,1,-1
34,1,yes,yes,1,-1
34,2,no,no,0,-1
34,3,no,no,0,1-2
34,0,yes,yes,1,-1
34,1,yes,yes,1,-1
34,2,no,no,0,-1
34,3,no,no,0,1-2
34,0,yes,yes,1,-1
34,1,yes,yes,1,-1
34,2,no,no,0,-1
34,3,no,no,0,1-2
34,0,yes,yes,1,-1
34,1,yes,yes,1,-1
34,2,no,no,0,-1
34,3,no,no,0,1-2
34,0,yes,yes,1,-1
34,1,no,no,0,-1
34,2,yes,yes,1,-1
34,3,no,no,0,1-2
34,0,yes,yes,1,-1
34,1,no,no,0,-1
34,2,yes,yes,1,-1
34,3,no,no,0,1-2
34,0,yes,yes,1,-1
34,1,no,no,0,-1
34,2,yes,yes,1,-1
34,3,no,no,0,1-2
34,0,yes,yes,1,-1
34,1,no,no,0,-1
34,2,yes,yes,1,-1
34,3,no,no,0,1-2
34,0,yes,yes,1,-1
34,1,no,no,0,-1
34,2,yes,yes,1,-1
34,3,no,no,0,1-2
35,0,yes,yes,1,-1
35,1,yes,yes,1,-1
35,2,yes,yes,1,-1
35,3,no,no,0,0
35,0,yes,yes,1,-1
35,1,no,no,0,-1
35,2,yes,yes,1,-1
35,3,no,no,0,0
35,0,yes,yes,1,-1
35,1,no,no,0,-1
35,2,yes,yes,1,-1
35,3,no,no,0,0
35,0,yes,yes,1,-1
35,1,no,no,0,-1
35,2,no,no,0,-1
35,3,no,no,0,0
35,0,yes,yes,1,-1
35,1,no,no,0,-1
35,2,no,no,0,-1
35,3,no,no,0,0
35,0,yes,yes,1,-1
35,1,no,no,0,-1
35,2,yes,yes,1,-1
35,3,no,no,0,0
35,0,no,no,0,-1
35,1,yes,yes,1,-1
35,2,yes,yes,1,-1
35,3,no,no,0,0
35,0,no,no,0,-1
35,1,yes,yes,1,-1
35,2,yes,yes,1,-1
35,3,no,no,0,0
35,0,no,no,0,-1
35,1,yes,yes,1,-1
35,2,yes,yes,1,-1
35,3,no,no,0,0
35,0,no,no,0,-1
35,1,yes,yes,1,-1
35,2,yes,yes,1,-1
35,3,no,no,0,0
35,0,no,no,0,-1
35,1,yes,yes,1,-1
35,2,yes,yes,1,-1
35,3,no,no,0,0
36,0,yes,yes,1,-1
36,1,yes,yes,1,-1
36,2,yes,yes,1,0
36,0,yes,yes,1,-1
36,1,no,no,0,-1
36,2,no,no,0,0
36,0,yes,yes,1,-1
36,1,no,no,0,-1
36,2,no,no,0,0
36,0,yes,yes,1,-1
36,1,no,no,0,-1
36,2,no,no,0,0
36,0,no,no,0,-1
36,1,yes,yes,1,-1
36,2,no,no,0,0
36,0,no,no,0,-1
36,1,yes,yes,1,-1
36,2,yes,yes,1,0
36,0,no,no,0,-1
36,1,yes,yes,1,-1
36,2,no,no,0,0
36,0,no,no,0,-1
36,1,yes,yes,1,-1
36,2,no,no,0,0
36,0,no,no,0,-1
36,1,yes,yes,1,-1
36,2,no,no,0,0
37,0,yes,yes,1,-1
37,1,yes,yes,1,-1
37,2,yes,yes,1,0
37,0,yes,yes,1,-1
37,1,yes,yes,1,-1
37,2,yes,yes,1,0
37,0,yes,yes,1,-1
37,1,yes,yes,1,-1
37,2,yes,yes,1,0
37,0,yes,yes,1,-1
37,1,yes,yes,1,-1
37,2,yes,yes,1,0
37,0,yes,yes,1,-1
37,1,yes,yes,1,-1
37,2,yes,yes,1,0
37,0,yes,yes,1,-1
37,1,yes,yes,1,-1
37,2,yes,yes,1,0
37,0,no,no,0,-1
37,1,yes,yes,1,-1
37,2,no,no,0,0
37,0,yes,yes,1,-1
37,1,yes,yes,1,-1
37,2,no,no,0,0
37,0,yes,yes,1,-1
37,1,yes,yes,1,-1
37,2,no,no,0,0
37,0,yes,yes,1,-1
37,1,yes,yes,1,-1
37,2,yes,yes,1,0
38,0,yes,yes,1,-1
38,1,yes,yes,1,-1
38,2,yes,yes,1,-1
38,3,yes,yes,1,2
38,4,yes,yes,1,0-1
38,0,no,no,0,-1
38,1,yes,yes,1,-1
38,2,yes,yes,1,-1
38,3,yes,yes,1,2
38,4,no,no,0,0-1
38,0,yes,yes,1,-1
38,1,yes,yes,1,-1
38,2,yes,yes,1,-1
38,3,no,no,0,2
38,4,yes,yes,1,0-1
38,0,yes,yes,1,-1
38,1,yes,yes,1,-1
38,2,yes,yes,1,-1
38,3,no,no,0,2
38,4,yes,yes,1,0-1
38,0,yes,yes,1,-1
38,1,yes,yes,1,-1
38,2,yes,yes,1,-1
38,3,yes,yes,1,2
38,4,no,no,0,0-1
38,0,no,no,0,-1
38,1,yes,yes,1,-1
38,2,yes,yes,1,-1
38,3,no,no,0,2
38,4,yes,yes,1,0-1
38,0,yes,yes,1,-1
38,1,no,no,0,-1
38,2,yes,yes,1,-1
38,3,no,no,0,2
38,4,no,no,0,0-1
38,0,yes,yes,1,-1
38,1,no,no,0,-1
38,2,yes,yes,1,-1
38,3,yes,yes,1,2
38,4,no,no,0,0-1
38,0,yes,yes,1,-1
38,1,no,no,0,-1
38,2,yes,yes,1,-1
38,3,yes,yes,1,2
38,4,no,no,0,0-1
38,0,yes,yes,1,-1
38,1,no,no,0,-1
38,2,yes,yes,1,-1
38,3,yes,yes,1,2
38,4,no,no,0,0-1
39,0,yes,yes,1,-1
39,1,yes,yes,1,0
39,2,yes,yes,1,-1
39,3,yes,yes,1,0
39,4,yes,yes,1,2
39,5,yes,yes,1,0-2
39,6,yes,yes,1,2
39,0,yes,yes,1,-1
39,1,yes,yes,1,0
39,2,yes,yes,1,-1
39,3,yes,yes,1,0
39,4,no,no,0,2
39,5,yes,yes,1,0-2
39,6,no,no,0,2
39,0,yes,yes,1,-1
39,1,yes,yes,1,0
39,2,yes,yes,1,-1
39,3,yes,yes,1,0
39,4,yes,yes,1,2
39,5,yes,yes,1,0-2
39,6,yes,yes,1,2
39,0,yes,yes,1,-1
39,1,yes,yes,1,0
39,2,yes,yes,1,-1
39,3,yes,yes,1,0
39,4,yes,yes,1,2
39,5,yes,yes,1,0-2
39,6,yes,yes,1,2
39,0,yes,yes,1,-1
39,1,yes,yes,1,0
39,2,yes,yes,1,-1
39,3,yes,yes,1,0
39,4,yes,yes,1,2
39,5,yes,yes,1,0-2
39,6,yes,yes,1,2
39,0,yes,yes,1,-1
39,1,yes,yes,1,0
39,2,yes,yes,1,-1
39,3,yes,yes,1,0
39,4,yes,yes,1,2
39,5,yes,yes,1,0-2
39,6,yes,yes,1,2
39,0,yes,yes,1,-1
